rep,id,b01,b11,b21,a1,p1,g1,p2,g2,alpha11,alpha21,eta_b01,eta_b11,eta_b21,eta_a1,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha21
3,21,6.69074961843897,-0.0416786360770698,-0.185368816151358,11.2365807921556,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,2.0198327390342,0.0907116228057848,-0.0498702882500915,0.78539930792723,0,0,0,0,0,0
1,22,4.04452460467488,-0.136799034234254,-0.175590815829537,16.9895070405969,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-0.62639227472989,-0.00440877535139964,-0.040092287928271,1.19882063030954,0,0,0,0,0,0
2,22,4.85668854985492,-0.220939607650664,-0.182358652306879,9.87091786482178,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,0.18577167045015,-0.0885493487678094,-0.0468601244056127,0.655817554270299,0,0,0,0,0,0
3,22,4.0812943691313,-0.152501154780536,-0.185953745790711,2.36132419234975,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-0.58962251027347,-0.0201108958976812,-0.050455217889445,-0.774552730140032,0,0,0,0,0,0
1,23,5.13739758009087,-0.165882822160555,-0.125339672982081,14.7584347113135,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,0.466480700686101,-0.0334925632777008,0.0101588549191849,1.05803947390573,0,0,0,0,0,0
2,23,5.20543132218805,-0.12995050690218,-0.0618758958569749,3.93678024588159,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,0.534514442783288,0.00243975198067467,0.0736226320442915,-0.263412097527933,0,0,0,0,0,0
3,23,3.85321333713363,-0.0505732532897375,-0.0988387259268009,4.28076461726603,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-0.817703542271135,0.0818170055931172,0.0366598019744655,-0.179643647742135,0,0,0,0,0,0
1,24,1.53426709412805,-0.164604569989798,-0.0847337256022908,2.14832297878512,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-3.13664978527672,-0.0322143111069438,0.0507648022989756,-0.869087762367753,0,0,0,0,0,0
2,24,1.5353595043766,-0.216967157057625,-0.122428037866393,6.19717883697059,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-3.13555737502817,-0.08457689817477,0.0130704900348731,0.190318871926142,0,0,0,0,0,0
3,24,1.52578466279175,-0.297279675201275,-0.124138134241434,3.38161762264418,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-3.14513221661302,-0.16488941631842,0.0113603936598325,-0.415421108683944,0,0,0,0,0,0
1,25,7.91853162311983,-0.166479300947428,-0.0836414039589148,1.73231363420468,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,3.24761474371506,-0.0340890420645732,0.0518571239423515,-1.08431741442278,0,0,0,0,0,0
2,25,6.53716176667754,-0.120027077030371,-0.177954767047162,7.60273179773781,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,1.86624488727277,0.0123631818524836,-0.0424562391458957,0.39473233950347,0,0,0,0,0,0
3,25,7.14691971934181,-0.212713212632611,-0.177121051704519,2.03515773647425,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,2.47600283993704,-0.0803229537497568,-0.0416225238032528,-0.923201962602323,0,0,0,0,0,0
1,26,3.93731234489965,-0.232884621249642,-0.174584857078701,7.37763641578239,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-0.733604534505118,-0.100494362366788,-0.039086329177435,0.364678028177222,0,0,0,0,0,0
2,26,3.22344625915362,-0.232612222263051,-0.217295595324371,7.28230086508437,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-1.44747062025115,-0.100221963380196,-0.0817970674231051,0.351671574896645,0,0,0,0,0,0
3,26,4.26335893719761,-0.272885052581464,-0.13022900359435,9.36016934557353,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-0.407557942207152,-0.140494793698609,0.00526952430691652,0.60268809252768,0,0,0,0,0,0
1,27,6.91298847224791,-0.248517661204983,-0.110536760382924,0.739041844233554,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,2.24207159284314,-0.116127402322128,0.024961767518342,-1.93617602713207,0,0,0,0,0,0
2,27,7.51946220254924,-0.264206439605341,-0.261081006406293,4.07241446849027,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,2.84854532314448,-0.131816180722487,-0.125582478505026,-0.229539231212779,0,0,0,0,0,0
3,27,7.12851414998389,-0.152333863292601,-0.159417711330413,4.1155318388961,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,2.45759727057913,-0.019943604409746,-0.023919183429147,-0.219007220536036,0,0,0,0,0,0
1,28,3.43783839328353,-0.134523855125506,-0.1759177402878,1.51821316113038,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-1.23307848612123,-0.00213359624265094,-0.0404192123865332,-1.21624119880678,0,0,0,0,0,0
2,28,4.16682928173844,-0.152869896611064,-0.111298767299017,6.60832056741343,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-0.504087597666326,-0.0204796377282092,0.0241997606022494,0.254554256785819,0,0,0,0,0,0
3,28,3.5751092105985,-0.0788448629896506,-0.118173367192322,1.88804159211485,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-1.09580766880627,0.053545395893204,0.017325160708944,-0.998235193071453,0,0,0,0,0,0
1,29,5.94074540015513,-0.272404439612273,-0.122326968555035,1.87275140709482,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,1.26982852075036,-0.140014180729418,0.0131715593462315,-1.00636660007619,0,0,0,0,0,0
2,29,5.42108194869332,-0.118894739024763,-0.206255263966193,2.95974181032559,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,0.750165069288556,0.0134955198580921,-0.0707567360649268,-0.548673251983775,0,0,0,0,0,0
3,29,4.21003426657812,-0.000208652514871155,-0.140257064768049,2.59030876119538,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-0.460882612826644,0.132181606367984,-0.00475853686678268,-0.681998208851046,0,0,0,0,0,0
1,30,7.75960542650765,-0.0565870896143158,-0.215166978083213,1.08758873720771,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,3.08868854710288,0.0758031692685389,-0.0796684501819462,-1.54981221218977,0,0,0,0,0,0
2,30,5.96633177486434,-0.0428446522612498,-0.0911126294988424,2.86823836313636,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,1.29541489545957,0.0895456066216049,0.044385898402424,-0.580077259715253,0,0,0,0,0,0
3,30,8.12742858585782,-0.177430391535721,-0.115431438056503,5.77529115945655,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,3.45651170645306,-0.0450401326528666,0.0200670898447636,0.119813382084907,0,0,0,0,0,0
1,31,5.57201628465375,-0.217809450162744,-0.0617925469511728,3.12812734778764,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,0.901099405248988,-0.0854191912798896,0.0737059809500935,-0.493340756211289,0,0,0,0,0,0
2,31,5.87860995869951,-0.238513201655106,-0.146144895550193,9.87084729105791,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,1.20769307929475,-0.106122942772251,-0.0106463676489267,0.65581040457894,0,0,0,0,0,0
3,31,6.27250583785368,-0.170756425264967,-0.0997907306396611,13.1810249743192,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,1.60158895844891,-0.0383661663821118,0.0357077972616053,0.945003003175705,0,0,0,0,0,0
1,32,4.23734302343935,-0.040892057789062,-0.0647356945557595,12.1532939150852,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-0.433573855965415,0.0914982010937926,0.0707628333455068,0.863824946892755,0,0,0,0,0,0
2,32,2.21085357766526,-0.130538304836532,-0.145598958881301,6.13458375174025,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-2.46006330173951,0.00185195404632232,-0.0101004309800346,0.180166937460029,0,0,0,0,0,0
3,32,2.88280177335365,-0.0712440383999935,-0.107664375696371,2.85232945995655,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-1.78811510605111,0.0611462204828612,0.0278341522048949,-0.58563927547486,0,0,0,0,0,0
1,33,3.68568324549863,0.00151861459540597,-0.0400983633798296,1.25484272234127,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-0.985233633906136,0.133908873478261,0.0954001645214367,-1.40676504638713,0,0,0,0,0,0
2,33,4.87279662312308,-0.214067165386372,-0.16336073715672,3.48132554686797,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,0.201879743718314,-0.0816769065035173,-0.027862209255454,-0.386362164740787,0,0,0,0,0,0
3,33,3.94772169399916,-0.111765423962786,-0.177183342323819,4.83461260931184,0.11786321230557,0.180460982098949,0.755948351439617,0.0901144376043581,0.13437407406185,-0.0784742899153009,-0.723195185405608,0.0206248349200684,-0.0416848144225531,-0.0579742867478696,0,0,0,0,0,0
